index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
219,219,입금,인터넷뱅킹 대량이체,  년　 월　급상여, - ,"3,600,000",소득,급여,,,,,,,,,,,,,,00년00월0급상여,5,여상급0월00년00
250,250,입금,인터넷뱅킹 대량이체,  년상반기상여, - , - ,소득,급여,,,,,,,,,,,,,,00년상반기상여,6,여상기반상년00
367,367,입금,인터넷뱅킹 대량이체,  월구정상여,"2,566,000","2,566,000",소득,급여,,,,,,,,,,,,,,00월구정상여,5,여상정구월00
633,633,입금,인터넷뱅킹 대량이체, 월　기타상여, - , - ,소득,급여,,,,,,,,,,,,,,0월0기타상여,5,여상타기0월0
647,647,입금,인터넷뱅킹 대량이체, 월　분기상여,"418,000","418,000",소득,급여,,,,,,,,,,,,,,0월0분기상여,5,여상기분0월0
663,663,입금,인터넷뱅킹 대량이체, 월　소재　상여,"1,964,000","1,964,000",소득,급여,,,,,,,,,,,,,,0월0소재0상여,5,여상0재소0월0
827,827,입금,인터넷뱅킹 대량이체, 월급여및상여,"1,000","1,000",소득,급여,,,,,,,,,,,,,,0월급여및상여,6,여상및여급월0
840,840,입금,인터넷뱅킹 대량이체, 월급여와상여,"3,076,000","3,659,000",소득,급여,,,,,,,,,,,,,,0월급여와상여,6,여상와여급월0
923,923,입금,인터넷뱅킹 대량이체, 월로컬및상여,"779,000","779,000",소득,급여,,,,,,,,,,,,,,0월로컬및상여,6,여상및컬로월0
964,964,입금,인터넷뱅킹 대량이체, 월분급여및상여,"3,284,000","3,284,000",소득,급여,,,,,,,,,,,,,,0월분급여및상여,7,여상및여급분월0
2790,2790,입금,상여금 입금이체,SKPIC(상여),"4,475,000","4,475,000",소득,급여,,,,,,,,,,,,,,SKPIC상여,7,여상CIPKS
3477,3477,입금,상여금 입금이체,강동연세병원상여,"100,000","100,000",소득,급여,,,,,,,,,,,,,,강동연세병원상여,8,여상원병세연동강
3748,3748,입금,인터넷뱅킹 대량이체,고려은단　 월　상여, - , - ,소득,급여,,,,,,,,,,,,,,고려은단00월0상여,7,여상0월00단은려고
3750,3750,입금,인터넷뱅킹 대량이체,고려은단　 월상여,"390,000","2,418,000",소득,급여,,,,,,,,,,,,,,고려은단00월상여,7,여상월00단은려고
4614,4614,입금,인터넷뱅킹 대량이체,금강쿼츠상여,"50,000","50,000",소득,급여,,,,,,,,,,,,,,금강쿼츠상여,6,여상츠쿼강금
6636,6636,입금,인터넷뱅킹 대량이체,다원엠앤이상여,"1,059,000","1,059,000",소득,급여,,,,,,,,,,,,,,다원엠앤이상여,7,여상이앤엠원다
7001,7001,입금,상여금 입금이체,대한유화상여,"1,972,000","13,984,000",소득,급여,,,,,,,,,,,,,,대한유화상여,6,여상화유한대
7198,7198,입금,인터넷뱅킹 대량이체,동성＿  월상여,"1,304,000","1,408,000",소득,급여,,,,,,,,,,,,,,동성＿00월상여,5,여상월00＿성동
7249,7249,입금,인터넷뱅킹 대량이체,동은테크어린이날상여,"100,000","300,000",소득,급여,,,,,,,,,,,,,,동은테크어린이날상여,10,여상날이린어크테은동
7255,7255,입금,상여금 입금이체,동일기술공사상여,"3,108,000","3,435,000",소득,급여,,,,,,,,,,,,,,동일기술공사상여,8,여상사공술기일동
7464,7464,입금,인터넷뱅킹 대량이체,레인보우상여,"1,574,000","1,574,000",소득,급여,,,,,,,,,,,,,,레인보우상여,6,여상우보인레
7875,7875,입금,급여 입금이체,물산패션상여, - ,"5,491,000",소득,급여,,,,,,,,,,,,,,물산패션상여,6,여상션패산물
8633,8633,입금,인터넷뱅킹 대량이체,블루픽스　급상여,"2,175,000","3,332,000",소득,급여,,,,,,,,,,,,,,블루픽스0급상여,7,여상급0스픽루블
9446,9446,입금,인터넷뱅킹 대량이체,서울약업상여,"200,000","200,000",소득,급여,,,,,,,,,,,,,,서울약업상여,6,여상업약울서
9713,9713,입금,인터넷뱅킹 대량이체,성원여객상여,"1,354,000","1,727,000",소득,급여,,,,,,,,,,,,,,성원여객상여,6,여상객여원성
9745,9745,입금,상여금 입금이체,세명이엔지상여,"3,867,000","4,026,000",소득,급여,,,,,,,,,,,,,,세명이엔지상여,7,여상지엔이명세
9852,9852,입금,상여금 입금이체,소급급상여,"888,000","888,000",소득,급여,,,,,,,,,,,,,,소급급상여,5,여상급급소
10843,10843,입금,인터넷뱅킹 대량이체,쓰리에스포유　상여, - , - ,소득,급여,,,,,,,,,,,,,,쓰리에스포유0상여,8,여상0유포스에리쓰
12014,12014,입금,인터넷뱅킹 대량이체,우양상선㈜＿상여,"1,000,000","1,000,000",소득,급여,,,,,,,,,,,,,,우양상선㈜＿상여,7,여상＿㈜선상양우
12336,12336,입금,급여 입금이체,위니아전자상여,"241,000","656,000",소득,급여,,,,,,,,,,,,,,위니아전자상여,7,여상자전아니위
12359,12359,입금,인터넷뱅킹 대량이체,위펀딩하반기상여,"455,000","455,000",소득,급여,,,,,,,,,,,,,,위펀딩하반기상여,8,여상기반하딩펀위
12425,12425,입금,상여금 입금이체,유앤파트너상여,"2,172,000","2,172,000",소득,급여,,,,,,,,,,,,,,유앤파트너상여,7,여상너트파앤유
12606,12606,입금,인터넷뱅킹 대량이체,이든네이처　상여,"1,100,000","1,100,000",소득,급여,,,,,,,,,,,,,,이든네이처0상여,7,여상0처이네든이
12948,12948,입금,인터넷뱅킹 대량이체,일동제약　상여,"1,151,000","1,418,000",소득,급여,,,,,,,,,,,,,,일동제약0상여,6,여상0약제동일
13065,13065,입금,인터넷뱅킹 대량이체,자광홀딩스상여,"1,500,000","1,500,000",소득,급여,,,,,,,,,,,,,,자광홀딩스상여,7,여상스딩홀광자
13482,13482,입금,인터넷뱅킹 대량이체,제일베어링상여,"6,674,000","6,674,000",소득,급여,,,,,,,,,,,,,,제일베어링상여,7,여상링어베일제
13634,13634,입금,인터넷뱅킹 대량이체,주나스테크 월상여,"855,000","1,182,000",소득,급여,,,,,,,,,,,,,,주나스테크0월상여,8,여상월0크테스나주
14174,14174,입금,인터넷뱅킹 대량이체,지산물류 월급상여, - , - ,소득,급여,,,,,,,,,,,,,,지산물류0월급상여,8,여상급월0류물산지
14297,14297,입금,인터넷뱅킹 대량이체,진양화학상여,"848,000","848,000",소득,급여,,,,,,,,,,,,,,진양화학상여,6,여상학화양진
14368,14368,입금,전자뱅킹예약건별이체,창립기념상여, - , - ,소득,급여,,,,,,,,,,,,,,창립기념상여,6,여상념기립창
14732,14732,입금,상여금 입금이체,코레일관광상여,"303,000","1,130,000",소득,급여,,,,,,,,,,,,,,코레일관광상여,7,여상광관일레코
14978,14978,입금,인터넷뱅킹 대량이체,태남생활건강㈜상여,"2,208,000","2,208,000",소득,급여,,,,,,,,,,,,,,태남생활건강㈜상여,9,여상㈜강건활생남태
15377,15377,입금,인터넷뱅킹 대량이체,프레스에이상여,"992,000","992,000",소득,급여,,,,,,,,,,,,,,프레스에이상여,7,여상이에스레프
16004,16004,입금,전자뱅킹예약건별이체,하리가정의달기념상여,"300,000","300,000",소득,급여,,,,,,,,,,,,,,하리가정의달기념상여,10,여상념기달의정가리하
17729,17729,입금,인터넷뱅킹 대량이체,ＡＤＤ　전반기　상여,"400,000","400,000",소득,급여,,,,,,,,,,,,,,ＡＤＤ0전반기0상여,8,여상0기반전0ＤＤＡ
17811,17811,입금,인터넷뱅킹 대량이체,ＣＰＳＴ진급상여,"1,000,000","1,000,000",소득,급여,,,,,,,,,,,,,,ＣＰＳＴ진급상여,8,여상급진ＴＳＰＣ
17881,17881,입금,인터넷뱅킹 대량이체,ＧＴＥＮＴ　상여,"2,907,000","2,907,000",소득,급여,,,,,,,,,,,,,,ＧＴＥＮＴ0상여,7,여상0ＴＮＥＴＧ
17903,17903,입금,인터넷뱅킹 대량이체,ＨＴＣ 월상여,"1,307,000","1,307,000",소득,급여,,,,,,,,,,,,,,ＨＴＣ0월상여,6,여상월0ＣＴＨ
17904,17904,입금,상여금 입금이체,ＨＴＭ 상여,"99,000","872,000",소득,급여,,,,,,,,,,,,,,ＨＴＭ0상여,5,여상0ＭＴＨ
17933,17933,입금,인터넷뱅킹 대량이체,ＪＭＣ　구정상여,"3,652,000","3,652,000",소득,급여,,,,,,,,,,,,,,ＪＭＣ0구정상여,7,여상정구0ＣＭＪ
18171,18171,입금,인터넷뱅킹 대량이체,ＲＩＳＴ　상여, - ,"3,626,000",소득,급여,,,,,,,,,,,,,,ＲＩＳＴ0상여,6,여상0ＴＳＩＲ
18252,18252,입금,인터넷뱅킹 대량이체,ＳＴＰ 월상여, - ,"3,044,000",소득,급여,,,,,,,,,,,,,,ＳＴＰ0월상여,6,여상월0ＰＴＳ
