index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4533,4533,입금,일반대외대량 입금이체,군인연금, - ,"4,913,000",금융수익,연금,,,,,,,,,,,,,,군인연금,4,금연인군
4660,4660,입금,납부자자동 입금이체,금고－상우연금,"340,000","340,000",금융수익,연금,,,,,,,,,,,,,,금고－상우연금,6,금연우상－고금
9007,9007,입금,수신입금예약,삼성클래식인덱스연금, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,삼성클래식인덱스연금,10,금연스덱인식래클성삼
11088,11088,입금,인터넷뱅킹 대량이체,알바연금,"15,000","15,000",금융수익,연금,,,,,,,,,,,,,,알바연금,4,금연바알
12442,12442,입금,펌뱅킹 입금이체,유족연금, - ,"4,034,000",금융수익,연금,,,,,,,,,,,,,,유족연금,4,금연족유
13168,13168,입금,펌뱅킹 입금이체,장해연금, - ,"6,379,000",금융수익,연금,,,,,,,,,,,,,,장해연금,4,금연해장
14311,14311,입금,펌뱅킹 입금이체,진폐보상연금, - ,"3,897,000",금융수익,연금,,,,,,,,,,,,,,진폐보상연금,6,금연상보폐진
14312,14312,입금,펌뱅킹 입금이체,진폐유족연금,"1,337,000","2,171,000",금융수익,연금,,,,,,,,,,,,,,진폐유족연금,6,금연족유폐진
14411,14411,입금,지로대량급여 입금이체,첫회국민연금, - ,"6,901,000",금융수익,연금,,,,,,,,,,,,,,첫회국민연금,6,금연민국회첫
16129,16129,입금,수신입금예약,한국밸류  년투자연금, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,한국밸류00년투자연금,11,금연자투년00류밸국한
16226,16226,입금,수신입금예약,한국투자골드플랜연금, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,한국투자골드플랜연금,10,금연랜플드골자투국한
16247,16247,입금,수신입금예약,한국투자신종개인연금, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,한국투자신종개인연금,10,금연인개종신자투국한
16582,16582,입금,펌뱅킹 입금이체,현대개인연금, - ,"843,000",금융수익,연금,,,,,,,,,,,,,,현대개인연금,6,금연인개대현
18398,18398,지급,지로 출금이체,    국민연금, - ,"86,548,000",금융,4대보험,,,,,,,,,,,,,,0000국민연금,8,금연민국0000
25633,25633,지급,지로 출금이체,  국민연금, - ,"181,000",금융,4대보험,,,,,,,,,,,,,,00국민연금,6,금연민국00
33069,33069,지급,전자뱅킹예약건별이체, 연금, - , - ,금융,저축/투자,,,,,,,,,,,,,,0연금,3,금연0
40054,40054,지급,요구불간계좌이체,LGD 국민연금, - , - ,금융,4대보험,,,,,,,,,,,,,,LGD0국민연금,8,금연민국0DGL
43290,43290,지급,CMS공동망 출금이체,교보퇴직연금, - ,"1,171,000",금융,4대보험,,,,,,,,,,,,,,교보퇴직연금,6,금연직퇴보교
43669,43669,지급,납부자자동 출금이체,국민-개인연금, - , - ,금융,4대보험,,,,,,,,,,,,,,국민-개인연금,6,금연인개-민국
44453,44453,지급,타행자동이체-전자금융부,국민-성경국민연금, - , - ,금융,4대보험,,,,,,,,,,,,,,국민-성경국민연금,8,금연민국경성-민국
45614,45614,지급,전자뱅킹예약건별이체,국민국민연금,"90,000","90,000",금융,4대보험,,,,,,,,,,,,,,국민국민연금,6,금연민국민국
45980,45980,지급,전자뱅킹예약건별이체,국민복리．연금,"500,000","500,000",금융,4대보험,,,,,,,,,,,,,,국민복리．연금,7,금연．리복민국
46127,46127,지급,요구불간계좌이체,국민연금, - ,"90,000",금융,4대보험,,,,,,,,,,,,,,국민연금,4,금연민국
46128,46128,지급,전자뱅킹예약건별이체,국민연금, - ,"90,000",금융,4대보험,,,,,,,,,,,,,,국민연금,4,금연민국
47487,47487,지급,전자뱅킹예약건별이체,금고  년 월연금,"600,000","600,000",금융,4대보험,,,,,,,,,,,,,,금고00년0월연금,9,금연월0년00고금
49345,49345,지급,펌뱅킹 출금이체,기장총회연금,"350,000","350,000",금융,4대보험,,,,,,,,,,,,,,기장총회연금,6,금연회총장기
61045,61045,지급,타행자동이체-전자금융부,미래-개인연금, - , - ,금융,4대보험,,,,,,,,,,,,,,미래-개인연금,6,금연인개-래미
61057,61057,지급,타행자동이체-전자금융부,미래-노후연금, - , - ,금융,4대보험,,,,,,,,,,,,,,미래-노후연금,6,금연후노-래미
61097,61097,지급,타행자동이체-전자금융부,미래-퇴직연금, - , - ,금융,4대보험,,,,,,,,,,,,,,미래-퇴직연금,6,금연직퇴-래미
61267,61267,지급,전자뱅킹예약건별이체,미선국민연금,"90,000","90,000",금융,4대보험,,,,,,,,,,,,,,미선국민연금,6,금연민국선미
65698,65698,지급,타행자동이체-전자금융부,삼성-개인연금, - , - ,금융,4대보험,,,,,,,,,,,,,,삼성-개인연금,6,금연인개-성삼
65715,65715,지급,타행자동이체-전자금융부,삼성-삼성증권연금, - , - ,금융,저축/투자,,,,,,,,,,,,,,삼성-삼성증권연금,8,금연권증성삼-성삼
65783,65783,지급,CMS공동망 당일출금이체-전자금융팀,삼성생명퇴직연금, - ,"1,500,000",금융,4대보험,,,,,,,,,,,,,,삼성생명퇴직연금,8,금연직퇴명생성삼
65801,65801,지급,요구불간계좌이체,삼성연금, - , - ,금융,4대보험,,,,,,,,,,,,,,삼성연금,4,금연성삼
