index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
42,42,입금,인터넷뱅킹 대량이체,    근속수당,"100,000","100,000",소득,급여,,,,,,,,,,,,,,0000근속수당,4,당수속근0000
313,313,입금,인터넷뱅킹 대량이체,  온콜수당,"150,000","240,000",소득,기타소득,,,,,,,,,,,,,,00온콜수당,4,당수콜온00
698,698,입금,인터넷뱅킹 대량이체, 월　제수당,"20,000","180,000",소득,기타소득,,,,,,,,,,,,,,0월0제수당,4,당수제0월0
1231,1231,입금,인터넷뱅킹 대량이체, ／  휴일수당,"71,000","71,000",소득,급여,,,,,,,,,,,,,,0／00휴일수당,4,당수일휴00／0
3392,3392,입금,인터넷뱅킹 대량이체,가족수당,"40,000","40,000",소득,기타소득,,,,,,,,,,,,,,가족수당,4,당수족가
3820,3820,입금,일반대외대량 입금이체,공휴수당,"50,000","132,000",소득,급여,,,,,,,,,,,,,,공휴수당,4,당수휴공
4559,4559,입금,인터넷뱅킹 대량이체,귀속수당,"1,302,000","1,302,000",소득,기타소득,,,,,,,,,,,,,,귀속수당,4,당수속귀
4599,4599,입금,인터넷뱅킹 대량이체,근속수당,"30,000","50,000",소득,급여,,,,,,,,,,,,,,근속수당,4,당수속근
5438,5438,입금,인터넷뱅킹 대량이체,기타수당,"200,000","1,337,000",소득,기타소득,,,,,,,,,,,,,,기타수당,4,당수타기
7769,7769,입금,인터넷뱅킹 대량이체,명절　수당,"200,000","200,000",소득,급여,,,,,,,,,,,,,,명절0수당,4,당수0절명
8301,8301,입금,인터넷뱅킹 대량이체,법정수당,"172,000","172,000",소득,기타소득,,,,,,,,,,,,,,법정수당,4,당수정법
8375,8375,입금,인터넷뱅킹 대량이체,보육수당,"100,000","100,000",소득,기타소득,,,,,,,,,,,,,,보육수당,4,당수육보
8384,8384,입금,인터넷뱅킹 대량이체,보험수당,"5,165,000","5,165,000",금융수익,보험,,,,,,,,,,,,,,보험수당,4,당수험보
11169,11169,입금,인터넷뱅킹 대량이체,양육수당, - ,"200,000",소득,기타소득,,,,,,,,,,,,,,양육수당,4,당수육양
11228,11228,입금,인터넷뱅킹 대량이체,업적수당, - ,"13,084,000",소득,급여,,,,,,,,,,,,,,업적수당,4,당수적업
11809,11809,입금,인터넷뱅킹 대량이체,온콜수당, - ,"345,000",소득,기타소득,,,,,,,,,,,,,,온콜수당,4,당수콜온
12305,12305,입금,인터넷뱅킹 대량이체,월차수당,"1,063,000","2,567,000",소득,급여,,,,,,,,,,,,,,월차수당,4,당수차월
13051,13051,입금,인터넷뱅킹 대량이체,입시수당,"250,000","430,000",소득,기타소득,,,,,,,,,,,,,,입시수당,4,당수시입
13311,13311,입금,급여 입금이체,정근수당,"45,000","4,061,000",소득,급여,,,,,,,,,,,,,,정근수당,4,당수근정
13312,13312,입금,상여금 입금이체,정근수당,"45,000","4,061,000",소득,급여,,,,,,,,,,,,,,정근수당,4,당수근정
13313,13313,입금,인터넷뱅킹 대량이체,정근수당,"45,000","4,061,000",소득,급여,,,,,,,,,,,,,,정근수당,4,당수근정
13433,13433,입금,인터넷뱅킹 대량이체,제외수당,"92,000","92,000",소득,기타소득,,,,,,,,,,,,,,제외수당,4,당수외제
13642,13642,입금,인터넷뱅킹 대량이체,주말수당,"52,000","444,000",소득,급여,,,,,,,,,,,,,,주말수당,4,당수말주
14277,14277,입금,급여 입금이체,진료수당, - ,"12,561,000",소득,기타소득,,,,,,,,,,,,,,진료수당,4,당수료진
14278,14278,입금,인터넷뱅킹 대량이체,진료수당, - ,"12,561,000",소득,기타소득,,,,,,,,,,,,,,진료수당,4,당수료진
14531,14531,입금,인터넷뱅킹 대량이체,추가수당,"20,000","140,000",소득,급여,,,,,,,,,,,,,,추가수당,4,당수가추
15233,15233,입금,인터넷뱅킹 대량이체,판매수당,"109,000","13,987,000",소득,사업소득,,,,,,,,,,,,,,판매수당,4,당수매판
16774,16774,입금,급여 입금이체,활동수당,"1,200,000","1,500,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,활동수당,4,당수동활
16801,16801,입금,전자뱅킹예약건별이체,회의수당, - , - ,소득,기타소득,,,,,,,,,,,,,,회의수당,4,당수의회
16807,16807,입금,인터넷뱅킹 대량이체,효도수당, - , - ,입금이체,경조사/용돈입금,,,,,,,,,,,,,,효도수당,4,당수도효
16877,16877,입금,인터넷뱅킹 대량이체,휴일수당,"266,000","266,000",소득,급여,,,,,,,,,,,,,,휴일수당,4,당수일휴
16878,16878,입금,인터넷뱅킹 대량이체,휴직수당, - , - ,소득,급여,,,,,,,,,,,,,,휴직수당,4,당수직휴
17932,17932,입금,인터넷뱅킹 대량이체,ＪＫ수당,"1,042,000","1,042,000",소득,급여,,,,,,,,,,,,,,ＪＫ수당,4,당수ＫＪ
18106,18106,입금,인터넷뱅킹 대량이체,Ｏ／Ｈ　수당, - , - ,소득,기타소득,,,,,,,,,,,,,,Ｏ／Ｈ0수당,4,당수0Ｈ／Ｏ
18113,18113,입금,인터넷뱅킹 대량이체,ＯＴ수당,"20,000","185,000",소득,급여,,,,,,,,,,,,,,ＯＴ수당,4,당수ＴＯ
73579,73579,지급,전자뱅킹예약건별이체,아동수당, - , - ,기타,급여지급,,,,,,,,,,,,,,아동수당,4,당수동아
