index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
13,13,입금,인터넷뱅킹 대량이체,      생명급여,"223,000","223,000",소득,급여,,,,,,,,,,,,,,000000생명급여,4,여급명생000000
49,49,입금,인터넷뱅킹 대량이체,    년  월급여, - ,"4,082,000",소득,급여,,,,,,,,,,,,,,0000년00월급여,4,여급월00년0000
52,52,입금,인터넷뱅킹 대량이체,    년 월급여, - ,"3,738,000",소득,급여,,,,,,,,,,,,,,0000년0월급여,4,여급월0년0000
62,62,입금,인터넷뱅킹 대량이체,    년　 월급여,"3,099,000","8,301,000",소득,급여,,,,,,,,,,,,,,0000년00월급여,4,여급월00년0000
89,89,입금,인터넷뱅킹 대량이체,    사무급여, - ,"5,443,000",소득,급여,,,,,,,,,,,,,,0000사무급여,4,여급무사0000
117,117,입금,인터넷뱅킹 대량이체,    정규급여, - , - ,소득,급여,,,,,,,,,,,,,,0000정규급여,4,여급규정0000
141,141,입금,역환처리,   년    월 급여, - ,"63,426,000",소득,급여,,,,,,,,,,,,,,000년0000월0급여,4,여급0월0000년000
195,195,입금,인터넷뱅킹 대량이체,  년  월　급여, - ,"5,693,000",소득,급여,,,,,,,,,,,,,,00년00월0급여,4,여급0월00년00
196,196,입금,전자뱅킹예약건별이체,  년  월　급여, - ,"5,693,000",소득,급여,,,,,,,,,,,,,,00년00월0급여,4,여급0월00년00
198,198,입금,인터넷뱅킹 대량이체,  년  월급여, - ,"7,225,000",소득,급여,,,,,,,,,,,,,,00년00월급여,4,여급월00년00
204,204,입금,인터넷뱅킹 대량이체,  년 월　급여, - ,"2,933,000",소득,급여,,,,,,,,,,,,,,00년0월0급여,4,여급0월0년00
207,207,입금,인터넷뱅킹 대량이체,  년 월급여, - ,"37,453,000",소득,급여,,,,,,,,,,,,,,00년0월급여,4,여급월0년00
216,216,입금,인터넷뱅킹 대량이체,  년　  월　급여,"2,539,000","5,682,000",소득,급여,,,,,,,,,,,,,,00년000월0급여,4,여급0월000년00
