index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
245,245,입금,인터넷뱅킹 대량이체,  년미지급가산수당,"333,000","333,000",소득,급여,,,,,,,,,,,,,,00년미지급가산수당,8,당수산가급지미년00
263,263,입금,인터넷뱅킹 대량이체,  년연차미사용수당,"126,000","1,597,000",소득,급여,,,,,,,,,,,,,,00년연차미사용수당,8,당수용사미차연년00
365,365,입금,인터넷뱅킹 대량이체,  월골든타임수당,"175,000","175,000",소득,기타소득,,,,,,,,,,,,,,00월골든타임수당,7,당수임타든골월00
370,370,입금,인터넷뱅킹 대량이체,  월근로휴업수당,"377,000","377,000",소득,기타소득,,,,,,,,,,,,,,00월근로휴업수당,7,당수업휴로근월00
427,427,입금,인터넷뱅킹 대량이체,  월분연장수당,"209,000","209,000",소득,기타소득,,,,,,,,,,,,,,00월분연장수당,6,당수장연분월00
444,444,입금,인터넷뱅킹 대량이체,  월유급수당,"35,000","70,000",소득,급여,,,,,,,,,,,,,,00월유급수당,5,당수급유월00
446,446,입금,인터넷뱅킹 대량이체,  월일직수당,"50,000","50,000",소득,급여,,,,,,,,,,,,,,00월일직수당,5,당수직일월00
447,447,입금,인터넷뱅킹 대량이체,  월일학습병행수당,"139,000","139,000",소득,기타소득,,,,,,,,,,,,,,00월일학습병행수당,8,당수행병습학일월00
456,456,입금,인터넷뱅킹 대량이체,  월합사수당,"50,000","50,000",소득,기타소득,,,,,,,,,,,,,,00월합사수당,5,당수사합월00
463,463,입금,인터넷뱅킹 대량이체,  월후원수당,"359,000","359,000",소득,기타소득,,,,,,,,,,,,,,00월후원수당,5,당수원후월00
668,668,입금,인터넷뱅킹 대량이체, 월　시간외　수당,"702,000","702,000",소득,급여,,,,,,,,,,,,,,0월0시간외0수당,6,당수0외간시0월0
670,670,입금,인터넷뱅킹 대량이체, 월　시간외수당, - ,"762,000",소득,급여,,,,,,,,,,,,,,0월0시간외수당,6,당수외간시0월0
699,699,입금,인터넷뱅킹 대량이체, 월　조장수당, - , - ,소득,기타소득,,,,,,,,,,,,,,0월0조장수당,5,당수장조0월0
703,703,입금,인터넷뱅킹 대량이체, 월　직급수당,"100,000","100,000",소득,급여,,,,,,,,,,,,,,0월0직급수당,5,당수급직0월0
712,712,입금,인터넷뱅킹 대량이체, 월　초과수당, - ,"565,000",소득,급여,,,,,,,,,,,,,,0월0초과수당,5,당수과초0월0
725,725,입금,인터넷뱅킹 대량이체, 월　팀장수당,"30,000","30,000",소득,급여,,,,,,,,,,,,,,0월0팀장수당,5,당수장팀0월0
740,740,입금,인터넷뱅킹 대량이체, 월가족수당, - ,"60,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월가족수당,5,당수족가월0
743,743,입금,급여 입금이체, 월감염예방수당, - , - ,소득,기타소득,,,,,,,,,,,,,,0월감염예방수당,7,당수방예염감월0
744,744,입금,전자뱅킹예약건별이체, 월감염예방수당, - , - ,소득,기타소득,,,,,,,,,,,,,,0월감염예방수당,7,당수방예염감월0
760,760,입금,인터넷뱅킹 대량이체, 월고용주거회의수당, - , - ,소득,기타소득,,,,,,,,,,,,,,0월고용주거회의수당,9,당수의회거주용고월0
779,779,입금,인터넷뱅킹 대량이체, 월근속수당,"40,000","80,000",소득,급여,,,,,,,,,,,,,,0월근속수당,5,당수속근월0
901,901,입금,인터넷뱅킹 대량이체, 월기술수당, - ,"70,000",입금이체,지원금/장학금,,,,,,,,,,,,,,0월기술수당,5,당수술기월0
915,915,입금,인터넷뱅킹 대량이체, 월당직수당, - ,"60,000",소득,급여,,,,,,,,,,,,,,0월당직수당,5,당수직당월0
919,919,입금,인터넷뱅킹 대량이체, 월독립가산수당,"266,000","266,000",소득,기타소득,,,,,,,,,,,,,,0월독립가산수당,7,당수산가립독월0
957,957,입금,인터넷뱅킹 대량이체, 월분　시간외수당,"19,000","255,000",소득,급여,,,,,,,,,,,,,,0월분0시간외수당,7,당수외간시0분월0
1005,1005,입금,인터넷뱅킹 대량이체, 월수술당직수당, - ,"54,000",소득,급여,,,,,,,,,,,,,,0월수술당직수당,7,당수직당술수월0
1010,1010,입금,인터넷뱅킹 대량이체, 월시간외수당, - ,"712,000",소득,급여,,,,,,,,,,,,,,0월시간외수당,6,당수외간시월0
1040,1040,입금,인터넷뱅킹 대량이체, 월요양장기근속수당,"100,000","100,000",소득,급여,,,,,,,,,,,,,,0월요양장기근속수당,9,당수속근기장양요월0
1052,1052,입금,인터넷뱅킹 대량이체, 월유급휴가수당,"400,000","400,000",소득,급여,,,,,,,,,,,,,,0월유급휴가수당,7,당수가휴급유월0
1053,1053,입금,인터넷뱅킹 대량이체, 월유급휴일수당, - ,"139,000",소득,급여,,,,,,,,,,,,,,0월유급휴일수당,7,당수일휴급유월0
1085,1085,입금,인터넷뱅킹 대량이체, 월정근수당,"411,000","2,545,000",소득,급여,,,,,,,,,,,,,,0월정근수당,5,당수근정월0
1107,1107,입금,인터넷뱅킹 대량이체, 월진료인센티브수당,"168,000","2,488,000",소득,급여,,,,,,,,,,,,,,0월진료인센티브수당,9,당수브티센인료진월0
1111,1111,입금,인터넷뱅킹 대량이체, 월착륙수당,"152,000","152,000",소득,기타소득,,,,,,,,,,,,,,0월착륙수당,5,당수륙착월0
1119,1119,입금,인터넷뱅킹 대량이체, 월초과수당, - ,"223,000",소득,급여,,,,,,,,,,,,,,0월초과수당,5,당수과초월0
1123,1123,입금,인터넷뱅킹 대량이체, 월출장수당, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,0월출장수당,5,당수장출월0
1133,1133,입금,인터넷뱅킹 대량이체, 월토요진료수당, - ,"185,000",소득,급여,,,,,,,,,,,,,,0월토요진료수당,7,당수료진요토월0
1144,1144,입금,인터넷뱅킹 대량이체, 월팀장수당, - ,"30,000",소득,기타소득,,,,,,,,,,,,,,0월팀장수당,5,당수장팀월0
1154,1154,입금,인터넷뱅킹 대량이체, 월합사수당, - , - ,소득,기타소득,,,,,,,,,,,,,,0월합사수당,5,당수사합월0
1159,1159,입금,인터넷뱅킹 대량이체, 월현장지도활동수당, - , - ,소득,기타소득,,,,,,,,,,,,,,0월현장지도활동수당,9,당수동활도지장현월0
1164,1164,입금,인터넷뱅킹 대량이체, 월활동수당, - ,"30,000",소득,기타소득,,,,,,,,,,,,,,0월활동수당,5,당수동활월0
1165,1165,입금,전자뱅킹예약건별이체, 월활동수당, - ,"30,000",소득,기타소득,,,,,,,,,,,,,,0월활동수당,5,당수동활월0
1168,1168,입금,인터넷뱅킹 대량이체, 월효도수당,"500,000","500,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월효도수당,5,당수도효월0
1170,1170,입금,인터넷뱅킹 대량이체, 월후원수당,"268,000","1,385,000",소득,기타소득,,,,,,,,,,,,,,0월후원수당,5,당수원후월0
