index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
63,63,입금,인터넷뱅킹 대량이체,    년　건강보험, - ,"57,000",입금이체,환급/환불,,,,,,,,,,,,,,0000년0건강보험,5,험보강건0년0000
1345,1345,입금,급여 입금이체,(주)광화문에이엠보험,"1,125,000","1,990,000",입금이체,회사입금,,,,,,,,,,,,,,(주)광화문에이엠보험,9,험보엠이에문화광)주(
1647,1647,입금,인터넷뱅킹 대량이체,(주)삼성금융호남보험,"147,000","816,000",입금이체,회사입금,,,,,,,,,,,,,,(주)삼성금융호남보험,9,험보남호융금성삼)주(
1963,1963,입금,인터넷뱅킹 대량이체,(주)우리보험피앤에스,"330,000","330,000",입금이체,회사입금,,,,,,,,,,,,,,(주)우리보험피앤에스,9,스에앤피험보리우)주(
3450,3450,입금,급여 입금이체,강남삼성총괄보험,"29,000","29,000",입금이체,회사입금,,,,,,,,,,,,,,강남삼성총괄보험,8,험보괄총성삼남강
3596,3596,입금,인터넷뱅킹 대량이체,건강보험료환급,"9,000","9,000",입금이체,환급/환불,,,,,,,,,,,,,,건강보험료환급,7,급환료험보강건
3597,3597,입금,인터넷뱅킹 대량이체,건강보험정산,"19,000","32,000",입금이체,환급/환불,,,,,,,,,,,,,,건강보험정산,6,산정험보강건
3775,3775,입금,인터넷뱅킹 대량이체,고용보험정산,"1,000","1,000",입금이체,환급/환불,,,,,,,,,,,,,,고용보험정산,6,산정험보용고
3940,3940,입금,펌뱅킹 입금이체,교보생명보험（주, - ,"28,742,000",금융수익,보험,,,,,,,,,,,,,,교보생명보험（주,8,주（험보명생보교
4657,4657,입금,납부자자동 입금이체,금고－보험＿카드,"886,000","886,000",금융수익,보험,,,,,,,,,,,,,,금고－보험＿카드,6,드카＿험보－고금
4698,4698,입금,납부자자동 입금이체,금고－종신보험료,"210,000","210,000",금융수익,보험,,,,,,,,,,,,,,금고－종신보험료,7,료험보신종－고금
4701,4701,입금,납부자자동 입금이체,금고－지아연금보험, - , - ,금융수익,보험,,,,,,,,,,,,,,금고－지아연금보험,8,험보금연아지－고금
4841,4841,입금,급여 입금이체,급여_건강보험,"429,000","429,000",소득,급여,,,,,,,,,,,,,,급여_건강보험,6,험보강건_여급
8383,8383,입금,인터넷뱅킹 대량이체,보험료환급  ，, - , - ,입금이체,환급/환불,,,,,,,,,,,,,,보험료환급00，,6,，00급환료험보
8384,8384,입금,인터넷뱅킹 대량이체,보험수당,"5,165,000","5,165,000",금융수익,보험,,,,,,,,,,,,,,보험수당,4,당수험보
8707,8707,입금,인터넷뱅킹 대량이체,사대보험과오납환급,"78,000","78,000",입금이체,환급/환불,,,,,,,,,,,,,,사대보험과오납환급,9,급환납오과험보대사
8929,8929,입금,급여 입금이체,삼성생명보험（,"500,000","3,000,000",금융수익,보험,,,,,,,,,,,,,,삼성생명보험（,7,（험보명생성삼
8930,8930,입금,펌뱅킹 입금이체,삼성생명보험（주, - ,"3,017,000",금융수익,보험,,,,,,,,,,,,,,삼성생명보험（주,8,주（험보명생성삼
