index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
45,45,입금,인터넷뱅킹 대량이체,    급여올리브네, - ,"1,000",소득,급여,,,,,,,,,,,,,,0000급여올리브네,6,네브리올여급0000
46,46,입금,전자뱅킹예약건별이체,    급여＿광야,"4,132,000","4,132,000",소득,급여,,,,,,,,,,,,,,0000급여＿광야,4,야광＿여급0000
240,240,입금,상여금 입금이체,  년급여소급( 차),"11,000","11,000",소득,급여,,,,,,,,,,,,,,00년급여소급0차,6,차0급소여급년00
331,331,입금,인터넷뱅킹 대량이체,  월　급여　솔텍인,"1,787,000","3,459,000",소득,급여,,,,,,,,,,,,,,00월0급여0솔텍인,6,인텍솔0여급0월00
375,375,입금,급여 입금이체,  월급여FNJ,"478,000","1,154,000",소득,급여,,,,,,,,,,,,,,00월급여FNJ,6,JNF여급월00
376,376,입금,인터넷뱅킹 대량이체,  월급여　메트릭스,"3,727,000","5,892,000",소득,급여,,,,,,,,,,,,,,00월급여0메트릭스,7,스릭트메0여급월00
378,378,입금,인터넷뱅킹 대량이체,  월급여　참프레,"2,685,000","3,321,000",소득,급여,,,,,,,,,,,,,,00월급여0참프레,6,레프참0여급월00
379,379,입금,인터넷뱅킹 대량이체,  월급여　통계연구,"871,000","2,404,000",소득,급여,,,,,,,,,,,,,,00월급여0통계연구,7,구연계통0여급월00
380,380,입금,인터넷뱅킹 대량이체,  월급여　하이퍼켐,"3,901,000","4,717,000",소득,급여,,,,,,,,,,,,,,00월급여0하이퍼켐,7,켐퍼이하0여급월00
383,383,입금,인터넷뱅킹 대량이체,  월급여동반산업,"1,352,000","1,352,000",소득,급여,,,,,,,,,,,,,,00월급여동반산업,7,업산반동여급월00
384,384,입금,인터넷뱅킹 대량이체,  월급여맨즈, - ,"2,390,000",소득,급여,,,,,,,,,,,,,,00월급여맨즈,5,즈맨여급월00
385,385,입금,인터넷뱅킹 대량이체,  월급여맨파워,"1,890,000","1,890,000",소득,급여,,,,,,,,,,,,,,00월급여맨파워,6,워파맨여급월00
386,386,입금,인터넷뱅킹 대량이체,  월급여메가럭,"2,310,000","2,310,000",소득,급여,,,,,,,,,,,,,,00월급여메가럭,6,럭가메여급월00
387,387,입금,인터넷뱅킹 대량이체,  월급여목욕,"69,000","69,000",소득,급여,,,,,,,,,,,,,,00월급여목욕,5,욕목여급월00
388,388,입금,급여 입금이체,  월급여상여격려,"3,251,000","3,611,000",소득,급여,,,,,,,,,,,,,,00월급여상여격려,7,려격여상여급월00
389,389,입금,인터넷뱅킹 대량이체,  월급여소급분,"287,000","287,000",소득,급여,,,,,,,,,,,,,,00월급여소급분,6,분급소여급월00
390,390,입금,인터넷뱅킹 대량이체,  월급여오앤지원,"2,348,000","2,348,000",소득,급여,,,,,,,,,,,,,,00월급여오앤지원,7,원지앤오여급월00
391,391,입금,인터넷뱅킹 대량이체,  월급여우리가족, - ,"769,000",소득,급여,,,,,,,,,,,,,,00월급여우리가족,7,족가리우여급월00
392,392,입금,인터넷뱅킹 대량이체,  월급여일산,"1,504,000","1,504,000",소득,급여,,,,,,,,,,,,,,00월급여일산,5,산일여급월00
393,393,입금,인터넷뱅킹 대량이체,  월급여정탁,"4,178,000","4,178,000",소득,급여,,,,,,,,,,,,,,00월급여정탁,5,탁정여급월00
394,394,입금,인터넷뱅킹 대량이체,  월급여좋은세상,"666,000","1,559,000",소득,급여,,,,,,,,,,,,,,00월급여좋은세상,7,상세은좋여급월00
396,396,입금,인터넷뱅킹 대량이체,  월급여프롬스,"4,094,000","4,094,000",소득,급여,,,,,,,,,,,,,,00월급여프롬스,6,스롬프여급월00
399,399,입금,인터넷뱅킹 대량이체,  월급여（하남）,"1,066,000","1,066,000",소득,급여,,,,,,,,,,,,,,00월급여하남,5,남하여급월00
400,400,입금,인터넷뱅킹 대량이체,  월급여－경일,"3,798,000","3,798,000",소득,급여,,,,,,,,,,,,,,00월급여－경일,5,일경－여급월00
401,401,입금,인터넷뱅킹 대량이체,  월급여－아그루,"2,373,000","5,840,000",소득,급여,,,,,,,,,,,,,,00월급여－아그루,6,루그아－여급월00
402,402,입금,인터넷뱅킹 대량이체,  월급여－오미희,"2,205,000","2,205,000",소득,급여,,,,,,,,,,,,,,00월급여－오미희,6,희미오－여급월00
403,403,입금,인터넷뱅킹 대량이체,  월급여－청심,"2,102,000","2,102,000",소득,급여,,,,,,,,,,,,,,00월급여－청심,5,심청－여급월00
404,404,입금,인터넷뱅킹 대량이체,  월급여＿미래,"1,456,000","1,456,000",소득,급여,,,,,,,,,,,,,,00월급여＿미래,5,래미＿여급월00
405,405,입금,전자뱅킹예약건별이체,  월급여＿오네스트,"1,887,000","1,887,000",소득,급여,,,,,,,,,,,,,,00월급여＿오네스트,7,트스네오＿여급월00
406,406,입금,인터넷뱅킹 대량이체,  월급여＿와이즈넛,"3,296,000","6,789,000",소득,급여,,,,,,,,,,,,,,00월급여＿와이즈넛,7,넛즈이와＿여급월00
407,407,입금,인터넷뱅킹 대량이체,  월급여＿ＫＭ　Ｔ,"3,110,000","3,110,000",소득,급여,,,,,,,,,,,,,,00월급여＿ＫＭ0Ｔ,6,Ｔ0ＭＫ＿여급월00
543,543,입금,인터넷뱅킹 대량이체, 급여 장기,"2,146,000","2,146,000",소득,급여,,,,,,,,,,,,,,0급여0장기,4,기장0여급0
552,552,입금,인터넷뱅킹 대량이체, 분급여（서영）,"3,989,000","3,989,000",소득,급여,,,,,,,,,,,,,,0분급여서영,5,영서여급분0
