index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
491,491,입금,전자뱅킹예약건별이체,  회/    천원,"456,000","456,000",입금이체,기타입금,,,,,,,,,,,,,,00회/0000천원,10,원천0000/회00
18449,18449,지급,적립식입금,   회-, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-,4,-회000
18450,18450,지급,적립식입금,   회-AN MEIYU, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-AN0MEIYU,12,UYIEM0NA-회000
18451,18451,지급,적립식입금,   회-ANJINLAN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-ANJINLAN,12,NALNIJNA-회000
18452,18452,지급,적립식입금,   회-AZHARI SARA, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-AZHARI0SARA,15,ARAS0IRAHZA-회000
18453,18453,지급,적립식입금,   회-BAI HONGHUA, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-BAI0HONGHUA,15,AUHGNOH0IAB-회000
18454,18454,지급,적립식입금,   회-BU YINHUA, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-BU0YINHUA,13,AUHNIY0UB-회000
18455,18455,지급,적립식입금,   회-CHAO CHIEH LIN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-CHAO0CHIEH0LIN,18,NIL0HEIHC0OAHC-회000
18456,18456,지급,적립식입금,   회-CHEN JIA XIN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-CHEN0JIA0XIN,16,NIX0AIJ0NEHC-회000
18457,18457,지급,적립식입금,   회-CHENG CHIH HUI, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-CHENG0CHIH0HUI,18,IUH0HIHC0GNEHC-회000
18458,18458,지급,적립식입금,   회-FAN XINGE, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-FAN0XINGE,13,EGNIX0NAF-회000
18459,18459,지급,적립식입금,   회-FANG HUI HSIN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-FANG0HUI0HSIN,17,NISH0IUH0GNAF-회000
18460,18460,지급,적립식입금,   회-GOTO AYUMI, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-GOTO0AYUMI,14,IMUYA0OTOG-회000
18461,18461,지급,적립식입금,   회-HA JUN YONG, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-HA0JUN0YONG,15,GNOY0NUJ0AH-회000
18462,18462,지급,적립식입금,   회-HAN MEILIN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-HAN0MEILIN,14,NILIEM0NAH-회000
18463,18463,지급,적립식입금,   회-HONG HAI, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-HONG0HAI,12,IAH0GNOH-회000
18464,18464,지급,적립식입금,   회-HU SHUAI, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-HU0SHUAI,12,IAUHS0UH-회000
18465,18465,지급,적립식입금,   회-HUANG HUI CHEN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-HUANG0HUI0CHEN,18,NEHC0IUH0GNAUH-회000
18466,18466,지급,적립식입금,   회-HWANG SEUNG HE, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-HWANG0SEUNG0HE,18,EH0GNUES0GNAWH-회000
18467,18467,지급,적립식입금,   회-JIANG LINXIU, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIANG0LINXIU,16,UIXNIL0GNAIJ-회000
18468,18468,지급,적립식입금,   회-JIN CHENGYUN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0CHENGYUN,16,NUYGNEHC0NIJ-회000
18469,18469,지급,적립식입금,   회-JIN CHUNHUA, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0CHUNHUA,15,AUHNUHC0NIJ-회000
18470,18470,지급,적립식입금,   회-JIN HONGMEI, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0HONGMEI,15,IEMGNOH0NIJ-회000
18471,18471,지급,적립식입금,   회-JIN HONGZHU, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0HONGZHU,15,UHZGNOH0NIJ-회000
18472,18472,지급,적립식입금,   회-JIN LING, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0LING,12,GNIL0NIJ-회000
18473,18473,지급,적립식입금,   회-JIN MEILING, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0MEILING,15,GNILIEM0NIJ-회000
18474,18474,지급,적립식입금,   회-JIN MEIYAN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0MEIYAN,14,NAYIEM0NIJ-회000
18475,18475,지급,적립식입금,   회-JIN QIUHONG, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0QIUHONG,15,GNOHUIQ0NIJ-회000
18476,18476,지급,적립식입금,   회-JIN SHANNYU, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0SHANNYU,15,UYNNAHS0NIJ-회000
18477,18477,지급,적립식입금,   회-JIN SHENGSHU, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0SHENGSHU,16,UHSGNEHS0NIJ-회000
18478,18478,지급,적립식입금,   회-JIN WENZHE, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0WENZHE,14,EHZNEW0NIJ-회000
18479,18479,지급,적립식입금,   회-JIN XIANGYU, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0XIANGYU,15,UYGNAIX0NIJ-회000
18480,18480,지급,적립식입금,   회-JIN YANA, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0YANA,12,ANAY0NIJ-회000
18481,18481,지급,적립식입금,   회-JIN YUAN XI, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0YUAN0XI,15,IX0NAUY0NIJ-회000
18482,18482,지급,적립식입금,   회-JIN ZHIYI, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JIN0ZHIYI,13,IYIHZ0NIJ-회000
18483,18483,지급,적립식입금,   회-JINHAIYAN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JINHAIYAN,13,NAYIAHNIJ-회000
18484,18484,지급,적립식입금,   회-JUN JAE YEUN, - , - ,금융,저축/투자,,,,,,,,,,,,,,000회-JUN0JAE0YEUN,16,NUEY0EAJ0NUJ-회000
