index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4451,4451,입금,납부자자동 입금이체,국민－집대출  만,"430,000","430,000",입금이체,대출금,,,,,,,,,,,,,,국민－집대출00만,6,만00출대집－민국
4479,4479,입금,납부자자동 입금이체,국민－한라대출이자,"365,000","365,000",금융수익,이자,,,,,,,,,,,,,,국민－한라대출이자,8,자이출대라한－민국
4666,4666,입금,납부자자동 입금이체,금고－안심전환대출,"427,000","427,000",입금이체,대출금,,,,,,,,,,,,,,금고－안심전환대출,8,출대환전심안－고금
10416,10416,입금,납부자자동 입금이체,신한－대출이자,"50,000","500,000",입금이체,대출금,,,,,,,,,,,,,,신한－대출이자,6,자이출대－한신
10545,10545,입금,납부자자동 입금이체,신한－이자상환,"300,000","300,000",입금이체,대출금,,,,,,,,,,,,,,신한－이자상환,6,환상자이－한신
15757,15757,입금,납부자자동 입금이체,하나－아파트대출금,"330,000","330,000",입금이체,대출금,,,,,,,,,,,,,,하나－아파트대출금,8,금출대트파아－나하
15805,15805,입금,납부자자동 입금이체,하나－이건혁이자입금,"2,500,000","2,500,000",금융수익,이자,,,,,,,,,,,,,,하나－이건혁이자입금,9,금입자이혁건이－나하
15818,15818,입금,납부자자동 입금이체,하나－이림대출이자,"500,000","500,000",금융수익,이자,,,,,,,,,,,,,,하나－이림대출이자,8,자이출대림이－나하
15936,15936,입금,납부자자동 입금이체,하나－주택이자,"270,000","270,000",금융수익,이자,,,,,,,,,,,,,,하나－주택이자,6,자이택주－나하
15968,15968,입금,납부자자동 입금이체,하나－하나대출금이체,"331,000","331,000",입금이체,대출금,,,,,,,,,,,,,,하나－하나대출금이체,9,체이금출대나하－나하
43221,43221,지급,CMS공동망 당일출금이체-전자금융팀,광주은행대출관련, - ,"2,450,000",금융,대출금상환,,,,,,,,,,,,,,광주은행대출관련,8,련관출대행은주광
43597,43597,지급,타행자동이체-전자금융부,국민- 천차용이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-0천차용이자,7,자이용차천0-민국
43759,43759,지급,타행자동이체-전자금융부,국민-권세희 이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-권세희0이자,7,자이0희세권-민국
44142,44142,지급,타행자동이체-전자금융부,국민-담보대출원리, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-담보대출원리,8,리원출대보담-민국
44151,44151,지급,타행자동이체-전자금융부,국민-대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-대출,4,출대-민국
44153,44153,지급,타행자동이체-전자금융부,국민-대출상환, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-대출상환,6,환상출대-민국
44154,44154,지급,타행자동이체-전자금융부,국민-대출이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-대출이자,6,자이출대-민국
44155,44155,지급,타행자동이체-전자금융부,국민-대출이자진, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-대출이자진,7,진자이출대-민국
44216,44216,지급,타행자동이체-전자금융부,국민-밍밍 이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-밍밍0이자,6,자이0밍밍-민국
44348,44348,지급,타행자동이체-전자금융부,국민-반도대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-반도대출,6,출대도반-민국
44380,44380,지급,타행자동이체-전자금융부,국민-변동비대출이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-변동비대출이자,9,자이출대비동변-민국
44413,44413,지급,타행자동이체-전자금융부,국민-상가이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-상가이자,6,자이가상-민국
44562,44562,지급,타행자동이체-전자금융부,국민-아부지 이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-아부지0이자,7,자이0지부아-민국
44566,44566,지급,타행자동이체-전자금융부,국민-아파트대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-아파트대출,7,출대트파아-민국
44609,44609,지급,타행자동이체-전자금융부,국민-엄마 . 억이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-엄마0.0억이자,8,자이억0.0마엄-민국
44610,44610,지급,타행자동이체-전자금융부,국민-엄마 대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-엄마0대출,6,출대0마엄-민국
44907,44907,지급,타행자동이체-전자금융부,국민-이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-이자,4,자이-민국
44908,44908,지급,타행자동이체-전자금융부,국민-이자허순옥, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-이자허순옥,7,옥순허자이-민국
44918,44918,지급,타행자동이체-전자금융부,국민-이정민이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-이정민이자,7,자이민정이-민국
45246,45246,지급,타행자동이체-전자금융부,국민-주담대대출이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-주담대대출이자,9,자이출대대담주-민국
45258,45258,지급,타행자동이체-전자금융부,국민-주택담보대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-주택담보대출,8,출대보담택주-민국
45259,45259,지급,타행자동이체-전자금융부,국민-주택담보대출금, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-주택담보대출금,9,금출대보담택주-민국
45284,45284,지급,타행자동이체-전자금융부,국민-집대출이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-집대출이자,7,자이출대집-민국
45401,45401,지급,타행자동이체-전자금융부,국민-케이뱅크대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-케이뱅크대출,8,출대크뱅이케-민국
45420,45420,지급,타행자동이체-전자금융부,국민-하영이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-하영이자,6,자이영하-민국
45423,45423,지급,타행자동이체-전자금융부,국민-학자금대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-학자금대출,7,출대금자학-민국
45464,45464,지급,타행자동이체-전자금융부,국민-행신상가대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-행신상가대출,8,출대가상신행-민국
45509,45509,지급,타행자동이체-전자금융부,국민-화곡대출상, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-화곡대출상,7,상출대곡화-민국
45613,45613,지급,전자뱅킹예약건별이체,국민국민대출,"980,000","980,000",금융,대출금상환,,,,,,,,,,,,,,국민국민대출,6,출대민국민국
45616,45616,지급,전자뱅킹예약건별이체,국민국민이자，　퇴직, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민국민이자，0퇴직,9,직퇴0，자이민국민국
45950,45950,지급,전자뱅킹예약건별이체,국민박혜숙_이자,"271,000","271,000",금융,대출금상환,,,,,,,,,,,,,,국민박혜숙_이자,7,자이_숙혜박민국
46076,46076,지급,전자뱅킹예약건별이체,국민심문구 월이자,"100,000","100,000",금융,대출금상환,,,,,,,,,,,,,,국민심문구0월이자,8,자이월0구문심민국
46143,46143,지급,전자뱅킹예약건별이체,국민오마니이자 월,"130,000","130,000",금융,대출금상환,,,,,,,,,,,,,,국민오마니이자0월,8,월0자이니마오민국
46650,46650,지급,전자뱅킹예약건별이체,국민카드，대출,"1,500,000","1,500,000",금융,대출금상환,,,,,,,,,,,,,,국민카드，대출,7,출대，드카민국
47497,47497,지급,타행자동이체-전자금융부,금고-MG대출이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,금고-MG대출이자,8,자이출대GM-고금
47501,47501,지급,타행자동이체-전자금융부,금고-가족대출상환, - , - ,금융,대출금상환,,,,,,,,,,,,,,금고-가족대출상환,8,환상출대족가-고금
47738,47738,지급,타행자동이체-전자금융부,금고-새마을금고이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,금고-새마을금고이자,9,자이고금을마새-고금
47742,47742,지급,타행자동이체-전자금융부,금고-새마을이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,금고-새마을이자,7,자이을마새-고금
47783,47783,지급,타행자동이체-전자금융부,금고-신현숙 이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,금고-신현숙0이자,7,자이0숙현신-고금
47884,47884,지급,타행자동이체-전자금융부,금고-이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,금고-이자,4,자이-고금
48020,48020,지급,타행자동이체-전자금융부,금고-하이빌 대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,금고-하이빌0대출,7,출대0빌이하-고금
48044,48044,지급,전자뱅킹예약건별이체,금고계약금이자,"85,000","85,000",금융,대출금상환,,,,,,,,,,,,,,금고계약금이자,7,자이금약계고금
48203,48203,지급,전자뱅킹예약건별이체,금고집대출,"1,500,000","1,500,000",금융,대출금상환,,,,,,,,,,,,,,금고집대출,5,출대집고금
48425,48425,지급,타행자동이체-전자금융부,기업-개구리강서이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-개구리강서이자,9,자이서강리구개-업기
48448,48448,지급,타행자동이체-전자금융부,기업-기업 대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-기업0대출,6,출대0업기-업기
48452,48452,지급,타행자동이체-전자금융부,기업-기업대출이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-기업대출이자,8,자이출대업기-업기
48457,48457,지급,타행자동이체-전자금융부,기업-기업은행대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-기업은행대출,8,출대행은업기-업기
48458,48458,지급,타행자동이체-전자금융부,기업-기업은행이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-기업은행이자,8,자이행은업기-업기
48459,48459,지급,타행자동이체-전자금융부,기업-기업이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-기업이자,6,자이업기-업기
48460,48460,지급,타행자동이체-전자금융부,기업-기업이자만, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-기업이자만,7,만자이업기-업기
48571,48571,지급,타행자동이체-전자금융부,기업-대출원리금, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-대출원리금,7,금리원출대-업기
48616,48616,지급,타행자동이체-전자금융부,기업-박은주차용이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-박은주차용이자,9,자이용차주은박-업기
48679,48679,지급,타행자동이체-전자금융부,기업-아빠이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-아빠이자,6,자이빠아-업기
48689,48689,지급,타행자동이체-전자금융부,기업-엄마대출반환, - , - ,금융,대출금상환,,,,,,,,,,,,,,기업-엄마대출반환,8,환반출대마엄-업기
